MainIsland,Region,Province,LegislativeDistrict,Municipality,DistrictEngineeringOffice,ProjectId,TypeOfWork,FundingYear,ContractId, ApprovedBudgetFor , ContractCost ,ActualCompletionDate,Contractor1,Contractor2,Contractor3,ContractorCount,StartDate,ProvincialCapital
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Torrijos (Marinduque),Marinduque District Engineering Office,P00637806LZ,Construction of Flood Mitigation Structure,2022,22EA0185," ?19,798,000.00 "," ?19,797,898.73 ",10/30/2022,G.T.J. Construction,,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Torrijos (Marinduque),Marinduque District Engineering Office,P00637807LZ,Construction of Flood Mitigation Structure,2022,22EA0186," ?14,847,999.99 "," ?14,563,237.53 ",12/2/2022,Triple Johnes Q. Construction,,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Torrijos (Marinduque),Marinduque District Engineering Office,P00637808LZ,Construction of Flood Mitigation Structure,2022,22EA0187," ?47,517,999.99 "," ?47,519,311.81 ",5/30/2023,G.T.J. Construction,,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Torrijos (Marinduque),Marinduque District Engineering Office,P00736050LZ,Construction of Revetment,2023,2.30E+11," ?192,999,999.13 "," ?192,997,379.63 ",12/15/2023,Hgg Builders & Supply,,,1,2/11/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Torrijos (Marinduque),Marinduque District Engineering Office,P00740418LZ,Construction of Revetment,2023,2.30E+130," ?241,249,999.60 "," ?241,246,840.47 ",12/15/2023,Hgg Builders & Supply,,,1,4/13/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Torrijos (Marinduque),Marinduque District Engineering Office,P00740419LZ,Construction of Revetment,2023,2.30E+131," ?241,249,999.81 "," ?241,247,022.12 ",12/15/2023,Hgg Builders & Supply,,,1,4/13/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Torrijos (Marinduque),Marinduque District Engineering Office,P00839654LZ,Construction of Flood Mitigation Structure,2024,24EA0028," ?6,928,000.00 "," ?6,927,884.53 ",7/5/2024,Samarah Construction And Supply,,,1,1/30/2024,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Gasan (Marinduque),Marinduque District Engineering Office,P00639510LZ,Construction of Flood Mitigation Structure,2022,22EA0236," ?5,878,000.00 "," ?5,877,868.15 ",9/4/2022,T.N.G. Construction Corporation,,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Gasan (Marinduque),Marinduque District Engineering Office,P00639512LZ,Construction of Flood Mitigation Structure,2022,22EA0237," ?9,797,999.99 "," ?9,700,095.72 ",10/8/2022,Jedidiah Construction,,,1,3/30/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Gasan (Marinduque),Marinduque District Engineering Office,P00621622LZ,Construction of Flood Mitigation Structure,2022,2.20E+66," ?19,300,000.00 "," ?19,299,804.74 ",3/9/2023,San Sebastian Construction,,,1,9/2/2022,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Gasan (Marinduque),Marinduque District Engineering Office,P00737547LZ,Construction of Flood Mitigation Structure,2023,23EA0014," ?5,937,999.99 "," ?5,938,368.63 ",6/24/2023,G.T.J. Construction,,,1,1/31/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Gasan (Marinduque),Marinduque District Engineering Office,P00737548LZ,Construction of Flood Mitigation Structure,2023,23EA0040," ?4,948,000.00 "," ?4,948,142.90 ",4/21/2023,Jedidiah Construction,,,1,1/31/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Gasan (Marinduque),Marinduque District Engineering Office,P00740417LZ,Construction of Flood Mitigation Structure,2023,2.30E+129," ?241,249,999.94 "," ?241,248,643.68 ",12/15/2023,Hgg Builders & Supply,,,1,4/13/2023,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Gasan (Marinduque),Marinduque District Engineering Office,P00846096LZ,Construction of Flood Mitigation Structure,2024,24EA0052," ?4,948,000.00 "," ?4,948,075.66 ",4/12/2024,Jedidiah Construction,,,1,1/30/2024,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Santa Cruz (Davao Del Sur),Marinduque District Engineering Office,P00821363LZ,Construction of Flood Mitigation Structure,2024,24EA0035," ?96,498,000.00 "," ?96,495,228.29 ",4/20/2025,"Sunwest, Inc. (Formerly: Sunwest Construction & Development Corporation)",,,1,2/19/2024,Boac
Luzon,Region IV-B,Marinduque,Marinduque (Legislative District),Buenavista (Guimaras),Marinduque District Engineering Office,P00821364LZ,Construction of Flood Mitigation Structure,2024,24EA0036," ?96,498,000.00 "," ?96,495,777.91 ",3/24/2025,"Sunwest, Inc. (Formerly: Sunwest Construction & Development Corporation)",,,1,2/19/2024,Boac
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (First Legislative District),,Mindoro Oriental District Engineering Office,P00525656LZ,Construction of Flood Mitigation Structure,2021,2.10E+51," ?48,249,214.78 "," ?48,249,999.78 ",7/29/2022,Tcsc Corp. , Efren Ramirez Construction And General Services Corporation,,2,3/30/2021,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (First Legislative District),,Mindoro Oriental District Engineering Office,P00526453LZ,Construction of Flood Mitigation Structure,2021,21ED0082," ?38,220,000.00 "," ?38,200,927.20 ",12/14/2022,Orani Construction And Supply Corporation (Formerly:Orani Builders & Supply),,,1,3/7/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (First Legislative District),,Mindoro Oriental District Engineering Office,P00526454LZ,Construction of Flood Mitigation Structure,2021,21ED0083," ?29,400,000.00 "," ?29,399,930.62 ",9/30/2022,Sixteen Enterprises-Calapan Branch,,,1,3/7/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (First Legislative District),,Mindoro Oriental District Engineering Office,P00526452LZ,Construction of Flood Mitigation Structure,2021,21ED0153," ?39,200,000.00 "," ?39,199,962.18 ",12/19/2022,Rocksteel Construction And Dev'T Corporation , Orani Construction And Supply Corporation (Formerly:Orani Builders & Supply),,2,3/8/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (First Legislative District),,Mindoro Oriental District Engineering Office,P00561399LZ,Construction of Flood Mitigation Structure,2021,21ED0199," ?7,920,000.00 "," ?7,698,096.56 ",8/22/2022,Rotaflex Construction And Development Corp. (Formerly:Rota Flex Construction),,,1,3/10/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (First Legislative District),,Mindoro Oriental District Engineering Office,P00526332LZ,Construction of Flood Mitigation Structure,2021,21ED0165," ?67,550,000.00 "," ?65,861,028.99 ",4/6/2023,"A.L. Salazar Construction, Inc. ", Rotaflex Construction And Development Corp. (Formerly:Rota Flex Construction),,2,3/22/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (First Legislative District),,Mindoro Oriental District Engineering Office,P00561469LZ,Construction of Drainage Structure,2021,21ED0164," ?96,500,000.00 "," ?94,086,578.05 ",6/10/2023,"A.L. Salazar Construction, Inc. ", Rotaflex Construction And Development Corp. (Formerly:Rota Flex Construction),,2,4/10/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Bongabong (Oriental Mindoro),Southern Mindoro District Engineering Office,P00632937LZ,Construction of Flood Mitigation Structure,2022,22EI0041," ?17,324,395.64 "," ?17,324,354.24 ",7/26/2022,E E Construction,,,1,2/16/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Bongabong (Oriental Mindoro),Southern Mindoro District Engineering Office,P00632940LZ,Construction of Slope Protection Structure,2022,22EI0075," ?6,929,851.07 "," ?6,666,333.87 ",12/7/2022,"Orient Star Construction, Inc. (Formerly: Orient S",,,1,2/21/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Bongabong (Oriental Mindoro),Southern Mindoro District Engineering Office,P00639533LZ,Construction of Flood Mitigation Structure,2022,22EI0088," ?48,999,976.68 "," ?48,999,912.40 ",2/14/2023,Alberto Uy Construction & Development,,,1,4/11/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Bongabong (Oriental Mindoro),Southern Mindoro District Engineering Office,P00621121LZ,Construction of Flood Mitigation Structure,2022,22EI0012," ?48,999,243.91 "," ?48,999,950.04 ",1/17/2023,Twenty Sixteen Construction And General Merchandise , Lumel Glenn Construction,,2,4/13/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Bongabong (Oriental Mindoro),Southern Mindoro District Engineering Office,P00621122LZ,Construction of Flood Mitigation Structure,2022,22EI0023," ?48,999,036.16 "," ?48,999,954.43 ",1/7/2023,Sixteen Enterprises-Calapan Branch,,,1,4/13/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Bongabong (Oriental Mindoro),Southern Mindoro District Engineering Office,P00639531LZ,Construction of Flood Mitigation Structure,2022,22EI0108," ?48,999,151.38 "," ?48,999,964.46 ",7/19/2023,Igwt-Jav Construction & Development Corporation , Egb Construction Corporation (Formerly: Egb Construction),,2,4/13/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Bongabong (Oriental Mindoro),Southern Mindoro District Engineering Office,P00620676LZ,Construction of Flood Mitigation Structure,2022,22EI0031," ?14,004,987.82 "," ?13,984,346.37 ",12/6/2022,King'S Builders & Development Corporation,,,1,6/3/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Bongabong (Oriental Mindoro),Southern Mindoro District Engineering Office,P00736055LZ,Construction of Dike,2023,2.30E+125," ?217,124,999.91 "," ?217,123,307.00 ",12/15/2023,"Sunwest, Inc. (Formerly: Sunwest Construction & Development Corporation)",,,1,2/11/2023,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Bongabong (Oriental Mindoro),Southern Mindoro District Engineering Office,P00736056LZ,Construction of Dike,2023,2.30E+126," ?217,124,999.94 "," ?217,122,960.10 ",12/15/2023,"Sunwest, Inc. (Formerly: Sunwest Construction & Development Corporation)",,,1,2/11/2023,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Bongabong (Oriental Mindoro),Southern Mindoro District Engineering Office,P00736057LZ,Construction of Dike,2023,2.30E+127," ?217,124,999.55 "," ?217,123,081.68 ",12/15/2023,G.C.I. Construction And Dev'T. Corp. , Acier & Beton Construction,,2,2/11/2023,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Bongabong (Oriental Mindoro),Southern Mindoro District Engineering Office,P00727199LZ,Construction of Flood Mitigation Structure,2023,23EI0047," ?49,000,000.00 "," ?48,999,818.34 ",10/25/2023,Lumel Glenn Construction,,,1,3/20/2023,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Bongabong (Oriental Mindoro),Southern Mindoro District Engineering Office,P00742466LZ,Construction of Flood Mitigation Structure,2023,23EI0036," ?4,949,956.30 "," ?4,949,055.62 ",6/23/2023,D.M. Almero Enterprises,,,1,3/24/2023,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Bongabong (Oriental Mindoro),Southern Mindoro District Engineering Office,P00821356LZ,Construction of Flood Mitigation Structure,2024,24EI0020," ?67,550,000.00 "," ?67,547,158.37 ",10/16/2024,Lumel Glenn Construction,,,1,2/15/2024,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Bongabong (Oriental Mindoro),Southern Mindoro District Engineering Office,P00825131LZ,Construction of Flood Mitigation Structure,2024,24EI0073," ?96,500,000.00 "," ?96,496,493.95 ",2/10/2025,Camberwell Construction And Supplies,,,1,3/11/2024,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Bongabong (Oriental Mindoro),Southern Mindoro District Engineering Office,P00825123LZ,Construction of Flood Mitigation Structure,2024,2.40E+188," ?192,999,999.99 "," ?192,997,844.36 ",11/7/2024,Stx Enterprises,,,1,3/23/2024,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Mansalay (Oriental Mindoro),Southern Mindoro District Engineering Office,P00632941LZ,Construction of Drainage Structure,2022,22EI0076," ?9,899,922.98 "," ?9,899,907.62 ",8/14/2022,Aidfelart Const. Corp.,,,1,2/21/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Mansalay (Oriental Mindoro),Southern Mindoro District Engineering Office,P00630954LZ,Construction of Flood Mitigation Structure,2022,2.20E+62," ?144,750,000.00 "," ?144,740,430.53 ",4/30/2023,D.M. Maliwanag Builders And Enterprises ," Monolithic Construction & Concrete Products, Inc.",,2,3/24/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Mansalay (Oriental Mindoro),Southern Mindoro District Engineering Office,P00632938LZ,Construction of Flood Mitigation Structure,2022,22EI0048," ?4,949,844.51 "," ?4,949,872.82 ",9/11/2022,J.A. Builders And Supply,,,1,4/11/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Mansalay (Oriental Mindoro),Southern Mindoro District Engineering Office,P00632939LZ,Construction of Flood Mitigation Structure,2022,22EI0042," ?10,889,469.35 "," ?10,573,646.88 ",9/9/2022,D.M. Maliwanag Builders And Enterprises,,,1,4/13/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Mansalay (Oriental Mindoro),Southern Mindoro District Engineering Office,P00621119LZ,Construction of Flood Mitigation Structure,2022,22EI0018," ?48,999,404.78 "," ?48,996,447.00 ",3/9/2023,Lumel Glenn Construction,,,1,6/3/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Mansalay (Oriental Mindoro),Southern Mindoro District Engineering Office,P00621120LZ,Construction of Flood Mitigation Structure,2022,22EI0116," ?49,000,000.00 "," ?47,597,494.09 ",8/21/2023,Alberto Uy Construction & Development,,,1,7/20/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Mansalay (Oriental Mindoro),Southern Mindoro District Engineering Office,P00640567LZ,Construction of Flood Mitigation Structure,2022,22EI0112," ?24,750,000.00 "," ?24,749,532.40 ",3/13/2023,D.M. Maliwanag Builders And Enterprises,,,1,7/20/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Mansalay (Oriental Mindoro),Southern Mindoro District Engineering Office,P00725863LZ,Construction of Revetment,2023,23EI0018," ?77,199,988.11 "," ?77,197,292.65 ",2/6/2024,Road Edge Trading & Development Services,,,1,2/17/2023,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Mansalay (Oriental Mindoro),Southern Mindoro District Engineering Office,P00726594LZ,Construction of Revetment,2023,23EI0023," ?82,024,998.49 "," ?82,022,349.10 ",12/18/2023,Lumel Glenn Construction,,,1,2/17/2023,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Mansalay (Oriental Mindoro),Southern Mindoro District Engineering Office,P00727200LZ,Construction of Flood Mitigation Structure,2023,23EI0033," ?48,999,968.93 "," ?48,997,147.81 ",1/18/2024,Lumel Glenn Construction,,,1,3/15/2023,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Mansalay (Oriental Mindoro),Southern Mindoro District Engineering Office,P00727320LZ,Construction of Revetment,2023,23EI0022," ?82,024,995.07 "," ?82,022,284.76 ",12/15/2023,Lumel Glenn Construction,,,1,3/24/2023,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Mansalay (Oriental Mindoro),Southern Mindoro District Engineering Office,P00742465LZ,Construction of Flood Mitigation Structure,2023,23EI0053," ?9,900,000.00 "," ?9,897,188.49 ",5/22/2023,D.M. Maliwanag Builders And Enterprises,,,1,3/24/2023,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (Second Legislative District),Mansalay (Oriental Mindoro),Southern Mindoro District Engineering Office,P00825252LZ,Construction of Flood Mitigation Structure,2024,24EI0076," ?49,000,000.00 "," ?48,996,871.40 ",12/16/2024,Camberwell Construction And Supplies,,,1,3/4/2024,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (First Legislative District),San Teodoro (Oriental Mindoro),Mindoro Oriental District Engineering Office,P00620266LZ,Construction of Flood Mitigation Structure,2022,2.20E+12," ?144,748,654.35 "," ?144,749,612.62 ",4/9/2023,"Newbig Four J Construction Inc., (Formerly Four J",,,1,2/23/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (First Legislative District),San Teodoro (Oriental Mindoro),Mindoro Oriental District Engineering Office,P00620267LZ,Construction of Flood Mitigation Structure,2022,2.20E+13," ?144,748,654.30 "," ?144,748,796.77 ",4/25/2023,Prime Pacific Marine & Industrial Services Corp.,,,1,3/22/2022,Calapan City
Luzon,Region IV-B,Oriental Mindoro,Oriental Mindoro (First Legislative District),San Teodoro (Oriental Mindoro),Mindoro Oriental District Engineering Office,P00620268LZ,Construction of Flood Mitigation Structure,2022,2.20E+14," ?96,499,875.45 "," ?96,490,896.94 ",11/18/2022,Road Edge Trading & Development Services,,,1,3/22/2022,Calapan City
